SMILES;cas.index.name;cas.rn;Parameter;Value
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2cccc([N+](=O)[O-])c2)s1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-nitrophenyl)-;3056711-60-2;IC50;7.55 µM
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2cccc([N+](=O)[O-])c2)s1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-nitrophenyl)-;3056711-60-2;IC50;14.34 µM
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2cccc([N+](=O)[O-])c2)s1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-nitrophenyl)-;3056711-60-2;IC50;16.11 µM
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2ccc(Cl)cc2)s1;Urea, N-(4-chlorophenyl)-N′-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-;3056711-54-4;IC50;3.97 µM
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2ccc(Cl)cc2)s1;Urea, N-(4-chlorophenyl)-N′-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-;3056711-54-4;IC50;19.67 µM
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2ccc(Cl)cc2)s1;Urea, N-(4-chlorophenyl)-N′-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-;3056711-54-4;IC50;32.17 µM
CC(c1ccc(-c2ccccc2)c(F)c1)c1nnc(NC(=O)Nc2ccc(Cl)cc2)s1;Urea, N-(4-chlorophenyl)-N′-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-;3056711-54-4;IC50;170.27 µM
COc1cccc(NC(=O)Nc2nnc(C(C)c3ccc(-c4ccccc4)c(F)c3)s2)c1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-methoxyphenyl)-;3056711-58-8;IC50;9.9 µM
COc1cccc(NC(=O)Nc2nnc(C(C)c3ccc(-c4ccccc4)c(F)c3)s2)c1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-methoxyphenyl)-;3056711-58-8;IC50;33.17 µM
COc1cccc(NC(=O)Nc2nnc(C(C)c3ccc(-c4ccccc4)c(F)c3)s2)c1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-methoxyphenyl)-;3056711-58-8;IC50;32.99 µM
COc1cccc(NC(=O)Nc2nnc(C(C)c3ccc(-c4ccccc4)c(F)c3)s2)c1;Urea, N-[5-[1-(2-fluoro[1,1′-biphenyl]-4-yl)ethyl]-1,3,4-thiadiazol-2-yl]-N′-(3-methoxyphenyl)-;3056711-58-8;IC50;42.79 µM
O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12;4H-1-Benzopyran-4-one, 6,7-dihydroxy-3-(4-hydroxyphenyl)-;17817-31-1;IC50;50 mg/L
COc1cccc2c1C(=O)c1c(OC)cc(CO)cc1C2=O;9,10-Anthracenedione, 3-(hydroxymethyl)-1,8-dimethoxy-;50488-95-4;IC50;> 128 µM
COc1cccc2c1C(=O)c1c(OC)cc(CO)cc1C2=O;9,10-Anthracenedione, 3-(hydroxymethyl)-1,8-dimethoxy-;50488-95-4;IC50;> 128 µM
O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12;4H-1-Benzopyran-4-one, 8-β-D-glucopyranosyl-7-hydroxy-3-(4-hydroxyphenyl)-;3681-99-0;IC50;3.65595 × 103 µM
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12;4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-;528-48-3;IC50;2.18776 × 103 µM
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC;4H-1-Benzopyran-4-one, 2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxy-;478-01-3;IC50;439.54162 µM
COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-hydroxyphenyl)-3-methoxy-;1592-70-7;IC50;> 64 µM
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;4H-1-Benzopyran-4-one, 5,7-dihydroxy-3-(4-methoxyphenyl)-;491-80-5;IC50;> 450.6 µM
O=c1oc2ccccc2cc1O;2H-1-Benzopyran-2-one, 3-hydroxy-;939-19-5;IC50;4.5 mg/L
O=c1cc(-c2ccccc2)oc2ccccc12;4H-1-Benzopyran-4-one, 2-phenyl-;525-82-6;IC50;1.8 µM
O=c1cc(-c2ccccc2)oc2ccccc12;4H-1-Benzopyran-4-one, 2-phenyl-;525-82-6;IC50;2.1 µM
O=c1cc(-c2ccccc2)oc2ccccc12;4H-1-Benzopyran-4-one, 2-phenyl-;525-82-6;IC50;2.6 µM
COc1c([C@@H](O)CC(C)C)ccc2c1C(=O)OCc1cc(C)cc(O)c1O2;5H,7H-Dibenzo[b,g][1,5]dioxocin-5-one, 11-hydroxy-3-[(1S)-1-hydroxy-3-methylbutyl]-4-methoxy-9-methyl-;55303-92-9;IC50;> 100 µM
O=Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O;2-Anthracenecarboxaldehyde, 9,10-dihydro-4,5-dihydroxy-9,10-dioxo-;154658-30-7;IC50;2.06 µM
O=Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O;2-Anthracenecarboxaldehyde, 9,10-dihydro-4,5-dihydroxy-9,10-dioxo-;154658-30-7;IC50;> 128 µM
O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12;4H-1-Benzopyran-4-one, 7-(β-D-glucopyranosyloxy)-3-(4-hydroxyphenyl)-;552-66-9;IC50;363.07805 µM
COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O;2(3H)-Furanone, 4-[(3,4-dimethoxyphenyl)methyl]dihydro-3-[(4-hydroxy-3-methoxyphenyl)methyl]-, (3R,4R)-;7770-78-7;IC50;2.2 µM
Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2;2H-1-Benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2S,3R)-;18829-70-4;IC50;4.4978 × 103 µM
COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1;4H-1-Benzopyran-4-one, 7-(β-D-glucopyranosyloxy)-3-(4-methoxyphenyl)-;486-62-4;IC50;236.7 µM
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O;2-Propen-1-one, 3-[5-(1,1-dimethyl-2-propen-1-yl)-4-hydroxy-2-methoxyphenyl]-1-(4-hydroxyphenyl)-, (2E)-;58749-22-7;IC50;62.5 µM
CC(C)(O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1;2-Naphthalenemethanol, decahydro-8-hydroxy-α,α,4a,8-tetramethyl-, (2R,4aR,8R,8aR)-;4666-84-6;IC50;> 100 µM
CC(C)(O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1;2-Naphthalenemethanol, decahydro-8-hydroxy-α,α,4a,8-tetramethyl-, (2R,4aR,8R,8aR)-;4666-84-6;IC50;> 100 µM
CC(C)(O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1;2-Naphthalenemethanol, decahydro-8-hydroxy-α,α,4a,8-tetramethyl-, (2R,4aR,8R,8aR)-;4666-84-6;IC50;> 100 µM
CC(C)(O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1;2-Naphthalenemethanol, decahydro-8-hydroxy-α,α,4a,8-tetramethyl-, (2R,4aR,8R,8aR)-;4666-84-6;IC50;> 100 µM
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12;4H-1-Benzopyran-4-one, 5,6,7-trihydroxy-2-phenyl-;491-67-8;IC50;262.42185 µM
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12;4H-1-Benzopyran-4-one, 5,6,7-trihydroxy-2-phenyl-;491-67-8;IC50;> 400 µM
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12;4H-1-Benzopyran-4-one, 5,6,7-trihydroxy-2-phenyl-;491-67-8;IC50;> 400 µM
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-phenyl-;480-40-0;IC50;144.54398 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;182.9 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;182.9 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;365.8 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;609.8 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;609.8 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;810 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;1.524 × 103 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;1.524 × 103 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;1.524 × 103 µM
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;92.68 mg/L
C=CCc1ccc(O)c(OC)c1;Phenol, 2-methoxy-4-(2-propen-1-yl)-;97-53-0;IC50;141.9 mg/L
C=CCc1ccc(O)c(O)c1;1,2-Benzenediol, 4-(2-propen-1-yl)-;1126-61-0;IC50;151.7 mg/L
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2;2H-1-Benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2R,3R)-;490-46-0;IC50;184.4 µM
CC(=O)NO;Acetamide, N-hydroxy-;546-88-3;IC50;28.1 µM
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23;1H,5H-Benzo[ij]quinolizine-2-carboxylic acid, 9-fluoro-6,7-dihydro-5-methyl-1-oxo-;42835-25-6;IC50;> 100 µM
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O;9,10-Anthracenedione, 1,3,8-trihydroxy-6-methyl-;518-82-1;IC50;5.19 µM
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O;9,10-Anthracenedione, 1,3,8-trihydroxy-6-methyl-;518-82-1;IC50;6.3 mg/L
Oc1ccccc1-c1ccccc1O;[1,1′-Biphenyl]-2,2′-diol;1806-29-7;IC50;> 200 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;58880-19-6;IC50;0.027 - 0.162 µM
CCOC(=O)c1cc(O)c(O)c(O)c1;Benzoic acid, 3,4,5-trihydroxy-, ethyl ester;831-61-8;IC50;1 × 10-3 µM
CCOC(=O)c1cc(O)c(O)c(O)c1;Benzoic acid, 3,4,5-trihydroxy-, ethyl ester;831-61-8;IC50;0.0025 µM
Cc1ccc(C(C)C)c(O)c1;Phenol, 5-methyl-2-(1-methylethyl)-;89-83-8;IC50;306 mg/L
NNC(=O)c1ccncc1;4-Pyridinecarboxylic acid, hydrazide;54-85-3;IC50;0.1 µM
NNC(=O)c1ccncc1;4-Pyridinecarboxylic acid, hydrazide;54-85-3;IC50;0.21 µM
NNC(=O)c1ccncc1;4-Pyridinecarboxylic acid, hydrazide;54-85-3;IC50;0.0014 mg/L
NNC(=O)c1ccncc1;4-Pyridinecarboxylic acid, hydrazide;54-85-3;IC50;0.0019 mg/L
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3β,20β)-;471-53-4;IC50;> 40 µM
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3β,20β)-;471-53-4;IC50;> 40 µM
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3β,20β)-;471-53-4;IC50;> 40 µM
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3β,20β)-;471-53-4;IC50;> 40 µM
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3β,20β)-;471-53-4;IC50;> 40 µM
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O;4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-, (2S)-;520-33-2;IC50;310.45596 µM
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O;4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-, (2S)-;520-33-2;IC50;93.75 mg/L
O=C(O)CCCC[C@@H]1CCSS1;1,2-Dithiolane-3-pentanoic acid, (3R)-;1200-22-2;IC50;330 µM
COc1cccc2c1C(=O)c1c(OC)cc(C=O)cc1C2=O;2-Anthracenecarboxaldehyde, 9,10-dihydro-4,5-dimethoxy-9,10-dioxo-;154658-29-4;IC50;> 128 µM
COc1cccc2c1C(=O)c1c(OC)cc(C=O)cc1C2=O;2-Anthracenecarboxaldehyde, 9,10-dihydro-4,5-dimethoxy-9,10-dioxo-;154658-29-4;IC50;> 128 µM
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O;β-D-Glucopyranosiduronic acid, 5,6-dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl;21967-41-9;IC50;699.842 µM
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2;[4,8′-Bi-2H-1-benzopyran]-3,3′,5,5′,7,7′-hexol, 2,2′-bis(3,4-dihydroxyphenyl)-3,3′,4,4′-tetrahydro-, (2R,2′R,3R,3′R,4R)-;29106-49-8;IC50;166.7 µM
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21;4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-(4-hydroxyphenyl)-;67604-48-2;IC50;50 mg/L
